,Thana,District,Accident_Severity,Month,Year,Time,Junction_Type,Traffic_Control,Collision_Type,Movement,Divider,Weather,Light,Road_Geometry,Surface_Condition,Surface_Type,Surface_Quality,Road_Class,Road_Feature,Location_Type,X,Y,Road_No,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Loading,Vehicle_Defect,Driver_Age,Alcohol,Seat_Belt
101,009,42,Fatal,May,2015,1,No Junction,No Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304656,073908,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
102,009,42,Fatal,May,2015,2,No Junction,No Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
103,007,42,Simple,May,2015,4,No Junction,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Artic Truck,Left Turn,Legal,None,30,Not Suspected,No
104,009,42,Grievios,June,2015,2,No Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,28,Not Suspected,No
105,009,42,Fatal,June,2015,4,No Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304354,072884,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
106,049,42,Fatal,June,2015,3,T Junction,Other,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,Feeder,Narrowing,Urban Area,     ?,     ?,   ?,Pick Up,Reversing,Legal,None,24,Not Suspected,No
107,024,42,Fatal,June,2015,1,No Junction,No Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,40,Not Suspected,No
108,024,42,Fatal,June,2015,3,T Junction,No Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Curve Only,Muddy,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,35,Not Suspected,No
109,024,42,Fatal,June,2015,3,No Junction,No Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,50,Not Suspected,No
110,034,42,Fatal,June,2015,1,No Junction,No Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,30,Suspected,No
111,048,42,Fatal,June,2015,2,Staggered Junction,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304194,072986,   ?,Bus,Going Ahead,Legal,None,30,Suspected,No
112,011,42,Fatal,June,2015,4,No Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304162,073435,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
113,015,42,Fatal,June,2015,4,T Junction,Other,Hit Pedestrian,2-way Street,2-way Street,Fair,Night(unlit),Curve Only,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,30,Not Suspected,No
114,015,42,Fatal,June,2015,2,Other,Other,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Under Repair,Regional,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,30,Suspected,No
115,012,42,Fatal,June,2015,3,No Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Rain,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304725,073523,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
116,023,42,Fatal,June,2015,4,Other,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Slop Only,Dry,Sealed,Good,National,None,Urban Area,304730,073603,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
117,023,42,Fatal,June,2015,3,Other,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Curve Only,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Minibus,Going Ahead,Legal,None,30,Not Suspected,No
118,030,42,Grievios,June,2015,3,No Junction,No Control,Overturned vehicle,2-way Street,2-way Street,Fair,Daylight,Curve + Slop,Muddy,Brick,Rough,City,Narrowing,Urban Area,     ?,     ?,   ?,Car,Going Ahead,Legal,None,20,Not Suspected,No
119,030,42,Fatal,June,2015,3,No Junction,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,Feeder,None,Urban Area,     ?,     ?,   ?,Car,Going Ahead,Legal,None,35,Not Suspected,No
120,030,42,Simple,May,2015,1,Other,Police Control,Overturned vehicle,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Rough,Rural Road,Narrowing,Rural Area,     ?,     ?,   ?,Other,Going Ahead,Legal,None,30,Not Suspected,No
121,043,42,Simple,June,2015,2,No Junction,No Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304761,073349,   ?,Pick Up,Sudden Stop,Legal,None,40,Not Suspected,No
122,042,42,Fatal,June,2015,3,No Junction,Police + Traffic Lights,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304592,073430,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
123,044,42,Fatal,June,2015,4,No Junction,Other,Hit Pedestrian,2-way Street,2-way Street,Rain,Night(unlit),Straight+Flat,wet,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Other,Other,Legal,Other,42,Not Suspected,No
124,022,42,Fatal,June,2015,3,No Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,0003,Bus,Going Ahead,Legal,None,40,Suspected,Yes
125,022,42,Fatal,June,2015,1,No Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304636,073925,0003,Bus,Going Ahead,Legal,None,40,Not Suspected,No
126,022,42,Fatal,June,2015,2,No Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304594,073978,0003,Bus,Going Ahead,Legal,None,30,Not Suspected,No
127,040,42,Fatal,June,2015,1,No Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,40,Suspected,No
128,040,42,Fatal,June,2015,3,No Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
129,033,42,Fatal,June,2015,3,Round About,No Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,Feeder,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
130,033,42,Fatal,June,2015,2,Other,No Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,305081,072164,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
131,033,42,Fatal,June,2015,4,Other,No Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
132,033,42,Fatal,June,2015,2,Other,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,40,Not Suspected,No
133,001,42,Grievios,May,2015,1,Cross Road,No Control,Hit Object in Road,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Under Repair,City,None,Urban Area,304668,072621,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
134,033,42,Fatal,June,2015,2,T Junction,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Curve Only,Dry,Sealed,Good,National,None,Urban Area,304811,072302,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
135,033,42,Fatal,June,2015,1,Other,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
136,033,42,Fatal,June,2015,1,Other,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,Regional,None,Urban Area,     ?,     ?,   ?,Pick Up,Going Ahead,Legal,None,45,Not Suspected,Yes
137,033,42,Fatal,June,2015,2,No Junction,No Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Minibus,Going Ahead,Legal,None,35,Not Suspected,No
138,033,42,Fatal,June,2015,2,Other,No Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,45,Not Suspected,No
139,023,42,Fatal,July,2015,4,T Junction,No Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Dawn,Curve Only,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
140,023,42,Grievios,July,2015,1,Other,No Control,Other,1-way Street,1-way Street,Rain,Dawn,Slop Only,wet,Sealed,Good,National,None,Urban Area,304615,073670,   ?,Minibus,Other,Legal,Other,40,Not Suspected,No
141,032,42,Fatal,July,2015,3,No Junction,Traffic Lights,Head On,1-way Street,2-way Street,Fair,Dawn,Curve Only,Dry,Sealed,Rough,National,None,Urban Area,     ?,     ?,   ?,Truck,Left Turn,Legal,None,30,Suspected,No
142,043,42,Fatal,July,2015,4,Other,No Control,Hit Pedestrian,1-way Street,1-way Street,Rain,Night(lit),Straight+Flat,wet,Sealed,Good,City,None,Urban Area,304730,073601,   ?,Bus,Other,Legal,Other,32,Not Suspected,No
143,040,42,Fatal,July,2015,1,T Junction,No Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Truck,Going Ahead,Legal,None,40,Not Suspected,Yes
144,014,42,Fatal,July,2015,1,Staggered Junction,Pedestrain Crossing,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304516,074101,0003,Bus,Going Ahead,Legal,None,40,Not Suspected,No
145,017,42,Simple,July,2015,1,T Junction,No Control,Hit Pedestrian,1-way Street,1-way Street,Rain,Daylight,Straight+Flat,wet,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Pick Up,Going Ahead,Legal,None,40,Not Suspected,Yes
146,034,42,Fatal,June,2015,1,T Junction,No Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
147,024,42,Fatal,July,2015,1,Other,No Control,Overturned vehicle,2-way Street,2-way Street,Rain,Night(unlit),Straight+Flat,Dry,Sealed,Good,National,None,Rural Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,40,Not Suspected,No
148,033,42,Fatal,July,2015,2,Other,Police Control,Hit Pedestrian,1-way Street,2-way Street,Rain,Daylight,Straight+Flat,wet,Sealed,Good,National,None,Urban Area,305135,072155,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
149,033,42,Fatal,July,2015,1,Other,Police Control,Hit Pedestrian,1-way Street,1-way Street,Rain,Daylight,Straight+Flat,wet,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
150,033,42,Fatal,July,2015,3,Other,Police Control,Hit Pedestrian,1-way Street,1-way Street,Rain,Dawn,Curve + Slop,wet,Sealed,Rough,National,None,Urban Area,304734,072445,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
151,033,42,Fatal,July,2015,3,Other,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Daylight,Straight+Flat,wet,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
152,033,42,Simple,July,2015,3,Other,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
153,033,42,Fatal,July,2015,1,Other,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Daylight,Straight+Flat,wet,Sealed,Good,National,None,Urban Area,304883,072360,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
154,033,42,Fatal,July,2015,4,Other,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,wet,Sealed,Good,National,None,Urban Area,304882,072365,   ?,Car,Going Ahead,Legal,None,35,Not Suspected,Yes
155,037,42,Grievios,July,2015,3,Other,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304239,072816,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
156,040,42,Fatal,August,2015,3,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304536,072375,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
157,013,42,Fatal,August,2015,4,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Curve Only,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
158,016,42,Fatal,August,2015,3,Cross Road,No Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,Regional,None,Rural Area,     ?,     ?,   ?,Motor Cycle,Going Ahead,Legal,None,45,Not Suspected,Yes
159,032,42,Fatal,August,2015,4,No Junction,No Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,Feeder,None,Urban Area,304453,072869,   ?,Pick Up,Going Ahead,Legal,Brakes,35,Not Suspected,No
160,042,42,Fatal,August,2015,1,Cross Road,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
161,042,42,Grievios,August,2015,4,Cross Road,Police Control,Hit Object in Road,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
162,024,42,Fatal,August,2015,4,Cross Road,No Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Night(unlit),Curve Only,Dry,Sealed,Good,City,None,Rural Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,35,Not Suspected,No
163,024,42,Grievios,August,2015,3,T Junction,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Baby Taxi,Going Ahead,Legal,None,50,Not Suspected,No
164,024,42,Fatal,August,2015,2,Cross Road,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Slop Only,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,50,Not Suspected,No
165,015,42,Grievios,August,2015,2,Cross Road,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Other,Brick,Rough,Regional,None,Urban Area,304130,073660,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
166,025,42,Fatal,August,2015,4,Cross Road,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Curve Only,Dry,Sealed,Good,National,None,Urban Area,304122,073603,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
167,015,42,Fatal,August,2015,2,Cross Road,Police Control,Other,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,Regional,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,45,Not Suspected,No
168,015,42,Fatal,August,2015,3,Cross Road,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Night(unlit),Curve Only,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,45,Not Suspected,No
169,001,42,Fatal,August,2015,2,Staggered Junction,No Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304628,072899,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
170,001,42,Fatal,August,2015,1,T Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304585,072527,   ?,Car,Going Ahead,Legal,None,54,Not Suspected,Yes
171,043,42,Fatal,July,2015,4,Cross Road,Police Control,Hit Pedestrian,2-way Street,1-way Street,Rain,Night(lit),Straight+Flat,wet,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
172,034,42,Fatal,August,2015,4,No Junction,Centreline,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,45,Not Suspected,No
173,034,42,Fatal,August,2015,3,No Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,35,Suspected,No
174,034,42,Simple,August,2015,2,Round About,Police + Traffic Lights,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Minibus,Going Ahead,Legal,None,33,Suspected,No
175,011,42,Fatal,August,2015,4,No Junction,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
176,025,42,Simple,August,2015,2,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Motor Cycle,Going Ahead,Legal,None,35,Not Suspected,Yes
177,045,42,Fatal,August,2015,2,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Minibus,Going Ahead,Unsafe,None,50,Not Suspected,No
178,033,42,Fatal,August,2015,1,T Junction,Pedestrain Crossing,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,Regional,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,45,Suspected,No
179,033,42,Fatal,August,2015,1,T Junction,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Night(lit),Straight+Flat,wet,Sealed,Under Repair,National,None,Urban Area,     ?,     ?,   ?,Minibus,Going Ahead,Legal,None,45,Not Suspected,No
180,033,42,Fatal,August,2015,1,Cross Road,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,305089,072145,   ?,Minibus,Going Ahead,Legal,None,50,Not Suspected,No
181,017,42,Grievios,August,2015,1,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
182,017,42,Fatal,August,2015,1,T Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Minibus,Going Ahead,Legal,None,45,Not Suspected,No
183,022,42,Fatal,August,2015,4,Cross Road,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304640,073922,0003,Bus,Going Ahead,Legal,None,32,Not Suspected,No
184,011,42,Grievios,July,2015,1,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(unlit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304158,073424,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
185,008,42,Fatal,April,2015,1,T Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304179,072791,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
186,003,42,Grievios,August,2015,1,T Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,40,Not Suspected,No
187,008,42,Fatal,May,2015,3,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304267,072781,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
188,008,42,Grievios,May,2015,3,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Rain,Daylight,Straight+Flat,wet,Sealed,Good,City,None,Urban Area,304267,072781,   ?,Motor Cycle,Going Ahead,Legal,None,42,Not Suspected,Yes
189,009,42,Fatal,August,2015,2,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,Bridge,Urban Area,     ?,     ?,   ?,Car,Going Ahead,Legal,None,45,Not Suspected,Yes
190,009,42,Grievios,August,2015,4,T Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304407,072903,   ?,Heavy Truck,Going Ahead,Legal,None,26,Not Suspected,No
191,005,42,Fatal,August,2015,2,Cross Road,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Minibus,Right Turn,Legal,None,35,Not Suspected,No
192,049,42,Simple,September,2015,1,Cross Road,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Microbus,Going Ahead,Legal,None,30,Not Suspected,Yes
193,042,42,Fatal,September,2015,1,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Curve + Slop,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Pick Up,Going Ahead,Legal,None,40,Not Suspected,No
194,016,42,Fatal,September,2015,3,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,40,Not Suspected,No
195,002,42,Grievios,September,2015,4,No Junction,Centreline,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304634,072546,   ?,Microbus,Going Ahead,Legal,None,45,Suspected,No
196,009,42,Fatal,September,2015,4,Cross Road,No Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304398,072870,   ?,Microbus,Going Ahead,Legal,None,38,Not Suspected,No
197,034,42,Fatal,September,2015,3,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,303875,073172,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
198,034,42,Fatal,September,2015,3,T Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Rain,Daylight,Straight+Flat,wet,Sealed,Good,National,None,Urban Area,304014,073150,   ?,Minibus,Going Ahead,Legal,None,30,Not Suspected,No
199,034,42,Fatal,September,2015,2,No Junction,No Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
200,029,42,Fatal,September,2015,1,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,35,Not Suspected,No
201,041,42,Fatal,September,2015,2,Cross Road,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,24,Not Suspected,No
